f, module, argument
1.054442793526168498e+04,1.000000000000000000e+00,-7.015900921343445873e+01
1.064209244064724589e+04,1.000000000000000000e+00,-7.065666568045230633e+01
1.074066153333432339e+04,1.000000000000000000e+00,-7.115584417357993630e+01
1.084014359178330960e+04,1.000000000000000000e+00,-7.165651134404102152e+01
1.094054707205743580e+04,9.999999999999998890e-01,-7.215863328963695267e+01
1.104188050854160247e+04,9.999999999999998890e-01,-7.266217556343295314e+01
1.114415251466788141e+04,1.000000000000000000e+00,-7.316710318291032422e+01
1.124737178364750798e+04,9.999999999999997780e-01,-7.367338063958078465e+01
1.135154708920999110e+04,1.000000000000000000e+00,-7.418097190906230765e+01
1.145668728634872605e+04,1.000000000000000000e+00,-7.468984046160919377e+01
1.156280131207375416e+04,1.000000000000000000e+00,-7.519994927309414834e+01
1.166989818617147466e+04,9.999999999999998890e-01,-7.571126083643568450e+01
1.177798701197117953e+04,1.000000000000000000e+00,-7.622373717346393107e+01
1.188707697711903347e+04,9.999999999999998890e-01,-7.673733984722007051e+01
1.199717735435885515e+04,9.999999999999998890e-01,-7.725202997467901866e+01
1.210829750232039441e+04,1.000000000000000000e+00,-7.776776823988943477e+01
1.222044686631488730e+04,1.000000000000000000e+00,-7.828451490752101449e+01
1.233363497913774700e+04,1.000000000000000000e+00,-7.880222983680828008e+01
1.244787146187906183e+04,1.000000000000000000e+00,-7.932087249588325051e+01
1.256316602474121464e+04,1.000000000000000000e+00,-7.984040197648228343e+01
1.267952846786434020e+04,1.000000000000000000e+00,-8.036077700901887511e+01
1.279696868215941504e+04,1.000000000000000000e+00,-8.088195597800795156e+01
1.291549665014882703e+04,1.000000000000000000e+00,-8.140389693782842073e+01
1.303512244681508855e+04,1.000000000000000000e+00,-8.192655762881265957e+01
1.315585624045705299e+04,9.999999999999998890e-01,-8.244989549364554193e+01
1.327770829355429123e+04,1.000000000000000000e+00,-8.297386769406119811e+01
1.340068896363950626e+04,9.999999999999998890e-01,-8.349843112782080823e+01
1.352480870417874030e+04,9.999999999999998890e-01,-8.402354244595471755e+01
1.365007806546013853e+04,1.000000000000000000e+00,-8.454915807025528807e+01
1.377650769549054894e+04,1.000000000000000000e+00,-8.507523421100047756e+01
1.390410834090069693e+04,1.000000000000000000e+00,-8.560172688489352311e+01
1.403289084785873092e+04,9.999999999999998890e-01,-8.612859193320016971e+01
1.416286616299197340e+04,9.999999999999998890e-01,-8.665578504006424509e+01
1.429404533431761047e+04,9.999999999999998890e-01,-8.718326175098641784e+01
1.442643951218158873e+04,9.999999999999998890e-01,-8.771097749144327338e+01
1.456005995020648515e+04,1.000000000000000000e+00,-8.823888758563191459e+01
1.469491800624817188e+04,9.999999999999998890e-01,-8.876694727531845786e+01
1.483102514336102831e+04,1.000000000000000000e+00,-8.929511173877111219e+01
1.496839293077255570e+04,1.000000000000000000e+00,-8.982333610976041882e+01
1.510703304486655543e+04,9.999999999999998890e-01,-9.035157549660378606e+01
1.524695727017572972e+04,1.000000000000000000e+00,-9.087978500123793424e+01
1.538817750038346458e+04,9.999999999999998890e-01,-9.140791973829755079e+01
1.553070573933458400e+04,1.000000000000000000e+00,-9.193593485417979139e+01
1.567455410205595035e+04,1.000000000000000000e+00,-9.246378554607771605e+01
1.581973481578601422e+04,9.999999999999997780e-01,-9.299142708095912724e+01
1.596626022101425224e+04,9.999999999999998890e-01,-9.351881481447472311e+01
1.611414277253019827e+04,1.000000000000000000e+00,-9.404590420977403653e+01
1.626339504048190611e+04,1.000000000000000000e+00,-9.457265085621018841e+01
1.641402971144466574e+04,1.000000000000000000e+00,-9.509901048791545008e+01
1.656605958949915293e+04,9.999999999999998890e-01,-9.562493900222696652e+01
1.671949759731991799e+04,9.999999999999998890e-01,-9.615039247794612720e+01
1.687435677727375878e+04,1.000000000000000000e+00,-9.667532719341188852e+01
1.703065029252842578e+04,9.999999999999998890e-01,-9.719969964437110832e+01
1.718839142817145694e+04,9.999999999999998890e-01,-9.772346656162766010e+01
1.734759359233932628e+04,1.000000000000000000e+00,-9.824658492845344426e+01
1.750827031735726996e+04,9.999999999999998890e-01,-9.876901199774565043e+01
1.767043526088946601e+04,1.000000000000000000e+00,-9.929070530891253554e+01
1.783410220710006251e+04,1.000000000000000000e+00,-9.981162270447373430e+01
1.799928506782476325e+04,1.000000000000000000e+00,-1.003317223463583048e+02
1.816599788375328717e+04,1.000000000000000000e+00,-1.008509627318870088e+02
1.833425482562292746e+04,9.999999999999998890e-01,-1.013693027094250425e+02
1.850407019542302078e+04,1.000000000000000000e+00,-1.018867014936908504e+02
1.867545842761074164e+04,1.000000000000000000e+00,-1.024031186807094116e+02
1.884843409033795251e+04,1.000000000000000000e+00,-1.029185142623963571e+02
1.902301188668945906e+04,9.999999999999998890e-01,-1.034328486407627565e+02
1.919920665593286685e+04,1.000000000000000000e+00,-1.039460826417292054e+02
1.937703337477989044e+04,1.000000000000000000e+00,-1.044581775285389540e+02
1.955650715865947132e+04,9.999999999999998890e-01,-1.049690950147608675e+02
1.973764326300255561e+04,1.000000000000000000e+00,-1.054787972768730953e+02
1.992045708453871339e+04,1.000000000000000000e+00,-1.059872469664189794e+02
2.010496416260501064e+04,1.000000000000000000e+00,-1.064944072217291762e+02
2.029118018046678117e+04,1.000000000000000000e+00,-1.070002416792018636e+02
2.047912096665083300e+04,9.999999999999998890e-01,-1.075047144841359597e+02
2.066880249629082027e+04,9.999999999999998890e-01,-1.080077903011112710e+02
2.086024089248504970e+04,1.000000000000000000e+00,-1.085094343239114636e+02
2.105345242766708179e+04,1.000000000000000222e+00,-1.090096122849864173e+02
2.124845352498882858e+04,1.000000000000000000e+00,-1.095082904644498853e+02
2.144526075971665341e+04,1.000000000000000000e+00,-1.100054356986108388e+02
2.164389086064020375e+04,9.999999999999998890e-01,-1.105010153880358814e+02
2.184436071149428244e+04,1.000000000000000000e+00,-1.109949975051417681e+02
2.204668735239412126e+04,1.000000000000000000e+00,-1.114873506013187097e+02
2.225088798128369308e+04,1.000000000000000000e+00,-1.119780438135826870e+02
2.245697995539771728e+04,1.000000000000000000e+00,-1.124670468707596456e+02
2.266498079273692929e+04,1.000000000000000000e+00,-1.129543300992011439e+02
2.287490817355703985e+04,1.000000000000000000e+00,-1.134398644280345678e+02
2.308677994187172226e+04,1.000000000000000000e+00,-1.139236213939506825e+02
2.330061410696924577e+04,9.999999999999998890e-01,-1.144055731455309939e+02
2.351642884494346072e+04,1.000000000000000000e+00,-1.148856924471195669e+02
2.373424250023866261e+04,1.000000000000000000e+00,-1.153639526822425410e+02
2.395407358720879347e+04,9.999999999999998890e-01,-1.158403278565806289e+02
2.417594079169133329e+04,1.000000000000000000e+00,-1.163147926005006951e+02
2.439986297259550338e+04,9.999999999999997780e-01,-1.167873221711507057e+02
2.462585916350543994e+04,1.000000000000000000e+00,-1.172578924541257663e+02
2.485394857429798503e+04,9.999999999999998890e-01,-1.177264799647103786e+02
2.508415059277541150e+04,1.000000000000000000e+00,-1.181930618487049287e+02
2.531648478631358012e+04,1.000000000000000000e+00,-1.186576158828440555e+02
2.555097090352507075e+04,1.000000000000000000e+00,-1.191201204748138736e+02
2.578762887593798223e+04,1.000000000000000000e+00,-1.195805546628769491e+02
2.602647881969004447e+04,9.999999999999997780e-01,-1.200388981151127012e+02
2.626754103723838489e+04,9.999999999999998890e-01,-1.204951311282823525e+02
2.651083601908541823e+04,9.999999999999998890e-01,-1.209492346263278222e+02
2.675638444552045257e+04,1.000000000000000000e+00,-1.214011901585130602e+02
2.700420718837769891e+04,1.000000000000000000e+00,-1.218509798972181244e+02
2.725432531281027696e+04,1.000000000000000000e+00,-1.222985866353945710e+02
2.750676007908067550e+04,1.000000000000000000e+00,-1.227439937836926021e+02
2.776153294436803844e+04,9.999999999999998890e-01,-1.231871853672706294e+02
2.801866556459195272e+04,1.000000000000000000e+00,-1.236281460222959083e+02
2.827817979625338194e+04,1.000000000000000000e+00,-1.240668609921482073e+02
2.854009769829237484e+04,1.000000000000000000e+00,-1.245033161233349261e+02
2.880444153396297770e+04,9.999999999999998890e-01,-1.249374978611294580e+02
2.907123377272581274e+04,9.999999999999998890e-01,-1.253693932449431969e+02
2.934049709215787152e+04,1.000000000000000000e+00,-1.257989899034406278e+02
2.961225437988031263e+04,1.000000000000000000e+00,-1.262262760494097620e+02
2.988652873550382719e+04,1.000000000000000000e+00,-1.266512404743961895e+02
3.016334347259197239e+04,1.000000000000000000e+00,-1.270738725431129978e+02
3.044272212064305859e+04,9.999999999999998890e-01,-1.274941621876366042e+02
3.072468842709003366e+04,1.000000000000000222e+00,-1.279120999013983635e+02
3.100926635931923374e+04,1.000000000000000000e+00,-1.283276767329830648e+02
3.129648010670750591e+04,9.999999999999998890e-01,-1.287408842797437103e+02
3.158635408267819003e+04,1.000000000000000000e+00,-1.291517146812432770e+02
3.187891292677649108e+04,1.000000000000000000e+00,-1.295601606125338492e+02
3.217418150676371442e+04,1.000000000000000000e+00,-1.299662152772820889e+02
3.247218492073125526e+04,1.000000000000000000e+00,-1.303698724007520582e+02
3.277294849923381844e+04,9.999999999999997780e-01,-1.307711262226538622e+02
3.307649780744242162e+04,9.999999999999998890e-01,-1.311699714898682601e+02
3.338285864731764741e+04,9.999999999999998890e-01,-1.315664034490569634e+02
3.369205705980266794e+04,9.999999999999998890e-01,-1.319604178391669507e+02
3.400411932703702769e+04,1.000000000000000000e+00,-1.323520108838387728e+02
3.431907197459042800e+04,1.000000000000000000e+00,-1.327411792837266660e+02
3.463694177371734258e+04,1.000000000000000000e+00,-1.331279202087398801e+02
3.495775574363278429e+04,9.999999999999998890e-01,-1.335122312902136343e+02
3.528154115380883013e+04,1.000000000000000000e+00,-1.338941106130172614e+02
3.560832552629274142e+04,1.000000000000000000e+00,-1.342735567076090319e+02
3.593813663804625685e+04,1.000000000000000000e+00,-1.346505685420435441e+02
3.627100252330648073e+04,9.999999999999998890e-01,-1.350251455139408279e+02
3.660695147596906463e+04,1.000000000000000000e+00,-1.353972874424240729e+02
3.694601205199302058e+04,1.000000000000000000e+00,-1.357669945600331971e+02
3.728821307182830060e+04,1.000000000000000000e+00,-1.361342675046213628e+02
3.763358362286532792e+04,9.999999999999998890e-01,-1.364991073112407491e+02
3.798215306190736010e+04,1.000000000000000000e+00,-1.368615154040243738e+02
3.833395101766605512e+04,1.000000000000000000e+00,-1.372214935880708708e+02
3.868900739327975316e+04,1.000000000000000222e+00,-1.375790440413371130e+02
3.904735236885555787e+04,1.000000000000000000e+00,-1.379341693065460106e+02
3.940901640403447527e+04,1.000000000000000000e+00,-1.382868722831133539e+02
3.977403024058036681e+04,1.000000000000000000e+00,-1.386371562191007172e+02
4.014242490499326232e+04,1.000000000000000000e+00,-1.389850247031988033e+02
4.051423171114647266e+04,1.000000000000000000e+00,-1.393304816567466276e+02
4.088948226294855704e+04,1.000000000000000000e+00,-1.396735313257907762e+02
4.126820845702951920e+04,9.999999999999998890e-01,-1.400141782731898843e+02
4.165044248545185110e+04,9.999999999999998890e-01,-1.403524273707681687e+02
4.203621683844718063e+04,1.000000000000000000e+00,-1.406882837915224798e+02
4.242556430717777403e+04,9.999999999999998890e-01,-1.410217530018868217e+02
4.281851798652406433e+04,1.000000000000000000e+00,-1.413528407540581782e+02
4.321511127789761667e+04,1.000000000000000000e+00,-1.416815530783863437e+02
4.361537789208005415e+04,1.000000000000000000e+00,-1.420078962758322518e+02
4.401935185208878829e+04,1.000000000000000000e+00,-1.423318769104972432e+02
4.442706749606882659e+04,1.000000000000000000e+00,-1.426535018022264580e+02
4.483855948021181393e+04,9.999999999999998890e-01,-1.429727780192892794e+02
4.525386278170166770e+04,1.000000000000000000e+00,-1.432897128711390451e+02
4.567301270168746851e+04,9.999999999999998890e-01,-1.436043139012543008e+02
4.609604486828438530e+04,1.000000000000000000e+00,-1.439165888800651487e+02
4.652299523960189254e+04,9.999999999999998890e-01,-1.442265457979648886e+02
4.695390010680053092e+04,1.000000000000000000e+00,-1.445341928584107052e+02
4.738879609717651329e+04,9.999999999999998890e-01,-1.448395384711135137e+02
4.782772017727485218e+04,1.000000000000000222e+00,-1.451425912453199487e+02
4.827070965603188233e+04,9.999999999999998890e-01,-1.454433599831870367e+02
4.871780218794631219e+04,1.000000000000000000e+00,-1.457418536732517111e+02
4.916903577628020867e+04,9.999999999999998890e-01,-1.460380814839955974e+02
4.962444877628913673e+04,9.999999999999997780e-01,-1.463320527575066023e+02
5.008407989848212310e+04,1.000000000000000000e+00,-1.466237770032377341e+02
5.054796821191245544e+04,9.999999999999998890e-01,-1.469132638918650287e+02
5.101615314749833487e+04,1.000000000000000222e+00,-1.472005232492437869e+02
5.148867450137487322e+04,1.000000000000000000e+00,-1.474855650504652544e+02
5.196557243827657658e+04,1.000000000000000000e+00,-1.477683994140128618e+02
5.244688749495118827e+04,1.000000000000000000e+00,-1.480490365960189649e+02
5.293266058360566967e+04,9.999999999999998890e-01,-1.483274869846226522e+02
5.342293299538352585e+04,9.999999999999998890e-01,-1.486037610944283642e+02
5.391774640387494583e+04,1.000000000000000000e+00,-1.488778695610653244e+02
5.441714286865887698e+04,1.000000000000000000e+00,-1.491498231358481519e+02
5.492116483887789218e+04,9.999999999999998890e-01,-1.494196326805377453e+02
5.542985515684674465e+04,1.000000000000000000e+00,-1.496873091622036611e+02
5.594325706169377372e+04,1.000000000000000000e+00,-1.499528636481860531e+02
5.646141419303660950e+04,9.999999999999998890e-01,-1.502163073011582242e+02
5.698437059469136148e+04,1.000000000000000000e+00,-1.504776513742883424e+02
5.751217071841613506e+04,9.999999999999997780e-01,-1.507369072065004048e+02
5.804485942768983659e+04,1.000000000000000000e+00,-1.509940862178339671e+02
5.858248200152535719e+04,9.999999999999998890e-01,-1.512491999049013884e+02
5.912508413831869257e+04,1.000000000000000000e+00,-1.515022598364431303e+02
5.967271195973310387e+04,9.999999999999997780e-01,-1.517532776489787807e+02
6.022541201461927994e+04,1.000000000000000000e+00,-1.520022650425543986e+02
6.078323128297235962e+04,1.000000000000000000e+00,-1.522492337765846457e+02
6.134621717992506456e+04,1.000000000000000000e+00,-1.524941956657894195e+02
6.191441755977834691e+04,9.999999999999997780e-01,-1.527371625762233975e+02
6.248788072006888251e+04,9.999999999999997780e-01,-1.529781464213980371e+02
6.306665540567405696e+04,1.000000000000000000e+00,-1.532171591584946952e+02
6.365079081295577635e+04,9.999999999999998890e-01,-1.534542127846685844e+02
6.424033659394190909e+04,9.999999999999998890e-01,-1.536893193334416310e+02
6.483534286054714175e+04,1.000000000000000000e+00,-1.539224908711836974e+02
6.543586018883228826e+04,9.999999999999997780e-01,-1.541537394936811154e+02
6.604193962330305658e+04,9.999999999999998890e-01,-1.543830773227910242e+02
6.665363268124920432e+04,1.000000000000000000e+00,-1.546105165031808042e+02
6.727099135712336283e+04,1.000000000000000000e+00,-1.548360691991512397e+02
6.789406812696099223e+04,1.000000000000000000e+00,-1.550597475915424184e+02
6.852291595284057257e+04,9.999999999999998890e-01,-1.552815638747209732e+02
6.915758828738525335e+04,1.000000000000000000e+00,-1.555015302536473598e+02
6.979813907830667449e+04,1.000000000000000222e+00,-1.557196589410224306e+02
7.044462277299037669e+04,1.000000000000000000e+00,-1.559359621545117989e+02
7.109709432312424178e+04,1.000000000000000000e+00,-1.561504521140468853e+02
7.175560918936920643e+04,1.000000000000000000e+00,-1.563631410392009968e+02
7.242022334607315133e+04,1.000000000000000000e+00,-1.565740411466396722e+02
7.309099328602918831e+04,1.000000000000000000e+00,-1.567831646476442984e+02
7.376797602527731215e+04,1.000000000000000000e+00,-1.569905237457067244e+02
7.445122910795127973e+04,1.000000000000000000e+00,-1.571961306341949296e+02
7.514081061116962519e+04,1.000000000000000000e+00,-1.573999974940874722e+02
7.583677914997190237e+04,1.000000000000000000e+00,-1.576021364917758092e+02
7.653919388230155164e+04,1.000000000000000000e+00,-1.578025597769336912e+02
7.724811451403399406e+04,1.000000000000000000e+00,-1.580012794804516716e+02
7.796360130405220843e+04,1.000000000000000000e+00,-1.581983077124361330e+02
7.868571506936843798e+04,1.000000000000000000e+00,-1.583936565602710118e+02
7.941451719029339438e+04,1.000000000000000000e+00,-1.585873380867415108e+02
8.015006961565413803e+04,9.999999999999998890e-01,-1.587793643282184348e+02
8.089243486805938301e+04,1.000000000000000000e+00,-1.589697472929017295e+02
8.164167604921455495e+04,1.000000000000000000e+00,-1.591584989591224542e+02
8.239785684528511774e+04,1.000000000000000000e+00,-1.593456312737016276e+02
8.316104153230960947e+04,1.000000000000000000e+00,-1.595311561503647226e+02
8.393129498166372650e+04,9.999999999999998890e-01,-1.597150854682111287e+02
8.470868266557402967e+04,1.000000000000000222e+00,-1.598974310702369621e+02
8.549327066268367344e+04,1.000000000000000000e+00,-1.600782047619104276e+02
8.628512566366886313e+04,9.999999999999998890e-01,-1.602574183097981688e+02
8.708431497690723336e+04,9.999999999999997780e-01,-1.604350834402417263e+02
8.789090653419963201e+04,9.999999999999997780e-01,-1.606112118380834772e+02
8.870496889654402912e+04,9.999999999999997780e-01,-1.607858151454398126e+02
8.952657125996382092e+04,9.999999999999997780e-01,-1.609589049605218634e+02
9.035578346138920460e+04,1.000000000000000000e+00,-1.611304928365015599e+02
9.119267598459297733e+04,9.999999999999998890e-01,-1.613005902804223695e+02
9.203731996618230187e+04,9.999999999999997780e-01,-1.614692087521541168e+02
9.288978720164496917e+04,9.999999999999998890e-01,-1.616363596633902660e+02
9.375015015145289362e+04,1.000000000000000000e+00,-1.618020543766868116e+02
9.461848194721991604e+04,9.999999999999998890e-01,-1.619663042045419843e+02
9.549485639791966241e+04,1.000000000000000000e+00,-1.621291204085155471e+02
9.637934799615795782e+04,1.000000000000000000e+00,-1.622905141983868873e+02
9.727203192450536881e+04,1.000000000000000000e+00,-1.624504967313508814e+02
9.817298406188840454e+04,9.999999999999997780e-01,-1.626090791112507645e+02
9.908228099003787793e+04,9.999999999999998890e-01,-1.627662723878464988e+02
1.000000000000000000e+05,1.000000000000000000e+00,-1.629220875561188109e+02
